,label
295,http
296,unknown
297,http
298,unknown
299,https
300,https
301,unknown
302,unknown
303,unknown
304,https
305,mt-scaleserver
306,unknown
307,https
308,unknown
309,https
310,https
311,unknown
312,http
313,unknown
314,http
315,http
316,unknown
317,unknown
318,http
319,bctp
320,unknown
321,sso-service
322,unknown
323,https
324,https
325,http
326,http
327,http
328,unknown
329,http
330,unknown
331,https
332,unknown
333,https
334,unknown
335,http
336,https
337,scotty-ft
338,http
339,https
340,http
341,http
342,unknown
343,http
344,unknown
345,http
346,hpvroom
347,https
348,https
349,https
350,https
351,unknown
352,https
353,unknown
354,http
355,microsoft-ds
356,microsoft-ds
357,https
358,https
359,https
360,unknown
361,https
362,unknown
363,unknown
364,unknown
365,https
366,http
367,https
368,unknown
369,unknown
370,https
371,https
372,http
373,https
374,https
375,unknown
376,http
377,unknown
378,https
379,http
380,unknown
381,unknown
382,unknown
383,unknown
384,ipt-anri-anri
385,unknown
386,http
387,http
388,http
389,http
390,https
391,http
392,macromedia-fcs
393,unknown
394,https
395,http
396,http
397,unknown
398,http
399,unknown
400,unknown
401,unknown
402,unknown
403,unknown
404,unknown
405,unknown
406,unknown
407,unknown
408,https
409,unknown
410,https
411,unknown
412,unknown
413,https
414,https
415,http
416,http
417,http
418,https
419,https
420,unknown
421,https
422,https
423,https
424,unknown
425,http
426,https
427,unknown
428,https
429,http
430,unknown
431,unknown
432,https
433,http
434,https
435,unknown
436,http
437,https
438,https
439,http
440,pcsync-https
441,http
442,unknown
443,https
444,http
445,https
446,unknown
447,unknown
448,http
449,unknown
450,unknown
451,https
452,https
453,https
454,https
455,http-alt
456,unknown
457,unknown
458,acmsoda
459,http
460,https
461,https
462,https
463,https
464,https
465,http
466,http
467,https
468,https
469,http
470,http
471,unknown
472,http
473,http
474,https
475,http
476,unknown
477,unknown
478,http
479,http
480,unknown
481,unknown
482,https
483,https
484,unknown
485,unknown
486,unknown
487,http
488,unknown
489,https
490,https
491,https
492,unknown
493,unknown
494,https
495,unknown
496,unknown
497,https
498,http
499,unknown
500,https
501,http
502,unknown
503,https
504,unknown
505,unknown
506,http
507,unknown
508,http
509,libelle-disc
510,http
511,http
512,https
513,https
514,unknown
515,https
516,https
517,http
518,unknown
519,http
520,http
521,https
522,unknown
523,http
524,https
525,https
526,https
527,http
528,http
529,http
530,https
531,https
532,http
533,unknown
534,unknown
535,https
536,https
537,unknown
538,http
539,https
540,unknown
541,unknown
542,unknown
543,http
544,unknown
545,http
546,unknown
547,http
548,unknown
549,unknown
550,https
551,unknown
552,unknown
553,unknown
554,unknown
555,unknown
556,unknown
557,efi-lm
558,cns-srv-port
559,http
560,http
561,unknown
562,http
563,https
564,unknown
565,unknown
566,unknown
567,bctp
568,https
569,https
570,https
571,unknown
572,microsoft-ds
573,unknown
574,http-alt
575,https
576,https
577,https
578,http
579,http
580,http
581,http
582,http
583,http
584,microsoft-ds
585,https
586,unknown
587,microsoft-ds
588,http
589,http
590,unknown
591,unknown
592,https
593,pando-pub
594,http
595,https
596,unknown
597,https
598,https
599,https
600,unknown
601,zsecure
602,hydap
603,https
604,unknown
605,powerclientcsf
606,unknown
607,https
608,hydap
609,lsp-self-ping
610,unknown
611,https
612,https
613,unknown
614,http
615,pando-pub
616,https
617,microsoft-ds
618,unknown
619,https
620,https
621,https
622,unknown
623,unknown
624,http
625,https
626,http
627,https
628,http
629,bctp
630,http
631,https
632,http
633,unknown
634,https
635,https
636,unknown
637,https
638,https
639,https
640,https
641,http-alt
642,http
643,https
644,https
645,unknown
646,unknown
647,unknown
648,unknown
649,microsoft-ds
650,unknown
651,https
652,https
653,unknown
654,http
655,https
656,http
657,https
658,opsec-sam
659,https
660,unknown
661,https
662,unknown
663,unknown
664,unknown
665,https
666,https
667,https
668,ftnmtp
669,unknown
670,unknown
671,unknown
672,hydap
673,https
674,unknown
675,unknown
676,microsoft-ds
677,https
678,https
679,https
680,unknown
681,pando-pub
682,ddi-udp-1
683,ddi-udp-1
684,ddi-udp-1
685,http
686,unknown
687,http
688,https
689,http
690,http
691,https
692,unknown
693,unknown
694,microsoft-ds
695,unknown
696,https
697,https
698,vstat
699,unknown
700,unknown
701,unknown
702,https
703,unknown
704,unknown
705,jamlink
706,https
707,https
708,https
709,https
710,unknown
711,unknown
712,unknown
713,https
714,https
715,https
716,https
717,https
718,https
719,bctp
720,https
721,http
722,unknown
723,https
724,unknown
725,unknown
726,microsoft-ds
727,otv
728,acmsoda
729,unknown
730,unknown
731,ipt-anri-anri
732,http
733,unknown
734,http
735,unknown
736,unknown
737,unknown
738,https
739,https
740,microsoft-ds
741,https
742,unknown
743,unknown
744,unknown
745,unknown
746,unknown
747,https
748,hydap
749,xinupageserver
750,unknown
751,unknown
752,unknown
753,https
754,https
755,https
756,unknown
757,https
758,https
759,unknown
760,domain
761,unknown
762,unknown
763,unknown
764,newoak
765,unknown
766,http
767,unknown
768,http
769,http
770,unknown
771,sso-service
772,http
773,http
774,http
775,https
776,bctp
777,unknown
778,ipt-anri-anri
779,https
780,https
781,https
782,https
783,unknown
784,unknown
785,unknown
786,https
787,unknown
788,unknown
789,microsoft-ds
790,https
791,https
792,http
793,https
794,unknown
795,https
796,https
797,https
798,unknown
799,microsoft-ds
800,microsoft-ds
801,https
802,unknown
803,http
804,unknown
805,http
806,unknown
807,unknown
808,unknown
809,unknown
810,http-alt
811,http
812,http
813,microsoft-ds
814,https
815,unknown
816,https
817,https
818,unknown
819,unknown
820,https
821,unknown
822,opsmessaging
823,http
824,https
825,https
826,http
827,https
828,https
829,https
830,http
831,http
832,unknown
833,https
834,unknown
835,https
836,unknown
837,unknown
838,http
839,microsoft-ds
840,https
841,https
842,https
843,jamlink
844,http
845,https
846,https
847,microsoft-ds
848,https
849,https
850,https
851,unknown
852,unknown
853,https
854,unknown
855,unknown
856,https
857,microsoft-ds
858,microsoft-ds
859,unknown
860,http
861,https
862,https
863,http
864,http
865,http
866,http
867,http
868,https
869,http
870,https
871,https
872,unknown
873,https
874,unknown
875,microsoft-ds
876,surf
877,unknown
878,pando-pub
879,pando-pub
880,unknown
881,https
882,https
883,unknown
884,https
885,unknown
886,microsoft-ds
887,https
888,http
889,unknown
890,unknown
891,https
892,http
893,unknown
894,surf
895,https
896,https
897,http
898,unknown
899,https
900,pcsync-https
901,https
902,http
903,http
904,microsoft-ds
905,https
906,https
907,sso-service
908,microsoft-ds
909,http
910,http
911,https
912,http
913,http
914,microsoft-ds
915,unknown
916,http
917,https
918,https
919,unknown
920,http
921,http
922,http
923,https
924,newoak
925,microsoft-ds
926,multicast-ping
927,microsoft-ds
928,unknown
929,http
930,https
931,microsoft-ds
932,microsoft-ds
933,microsoft-ds
934,microsoft-ds
935,https
936,https
937,http
938,https
939,https
940,https
941,unknown
942,unknown
943,unknown
944,microsoft-ds
945,microsoft-ds
946,microsoft-ds
947,https
948,https
949,microsoft-ds
950,blizwow
951,https
952,http
953,https
954,http
955,unknown
956,unknown
957,libelle-disc
958,microsoft-ds
959,unknown
960,unknown
961,http
962,unknown
963,https
964,http
965,https
966,https
967,https
968,http
969,https
970,https
971,https
972,https
973,http
974,unknown
975,unknown
976,https
977,http
978,http
979,unknown
980,microsoft-ds
981,http
982,pando-pub
983,http
984,https
985,https
986,http
987,https
988,http
989,https
990,dynamid
991,unknown
992,unknown
993,https
994,unknown
995,https
996,unknown
997,unknown
998,microsoft-ds
999,sso-service
1000,http
1001,https
1002,http
1003,unknown
1004,unknown
1005,unknown
1006,http
1007,http
1008,https
1009,microsoft-ds
1010,http
1011,http
1012,http
1013,http
1014,https
1015,unknown
1016,https
1017,https
1018,http
1019,https
1020,https
1021,https
1022,unknown
1023,http
1024,menandmice-dns
1025,http
1026,https
1027,microsoft-ds
1028,unknown
1029,https
1030,https
1031,https
1032,http
1033,bctp
1034,https
1035,unknown
1036,https
1037,https
1038,unknown
1039,unknown
1040,unknown
1041,unknown
1042,unknown
1043,https
1044,http
1045,https
1046,https
1047,http
1048,unknown
1049,http
1050,http
1051,http
1052,http
1053,http
1054,http
1055,https
1056,https
1057,unknown
1058,unknown
1059,unknown
1060,https
1061,http
1062,https
1063,http
1064,https
1065,http
1066,domain
1067,unknown
1068,https
1069,http
1070,https
1071,http
1072,unknown
1073,https
1074,unknown
1075,unknown
1076,menandmice-dns
1077,microsoft-ds
1078,https
1079,unicall
1080,https
1081,https
1082,https
1083,https
1084,unknown
1085,unknown
1086,ontime
1087,unknown
1088,unknown
1089,https
1090,https
1091,unknown
1092,unknown
1093,unknown
1094,https
1095,https
1096,unknown
1097,unknown
1098,ndmp
1099,http
1100,unknown
1101,https
1102,http
1103,https
1104,microsoft-ds
1105,https
1106,https
1107,https
1108,http
1109,unknown
1110,unknown
1111,unknown
1112,unknown
1113,unknown
1114,http
1115,italk
1116,http
1117,https
1118,https
1119,https
1120,blizwow
1121,http
1122,https
1123,unknown
1124,microsoft-ds
1125,http
1126,https
1127,unknown
1128,unknown
1129,unknown
1130,unknown
1131,unknown
1132,http
1133,https
1134,unknown
1135,https
1136,microsoft-ds
1137,microsoft-ds
1138,microsoft-ds
1139,microsoft-ds
1140,unknown
1141,http
1142,http
1143,https
1144,https
1145,https
1146,http
1147,https
1148,http
1149,microsoft-ds
1150,unknown
1151,http
1152,https
1153,https
1154,https
1155,sso-service
1156,https
1157,http
1158,unknown
1159,unknown
1160,unknown
1161,unknown
1162,unknown
1163,unknown
1164,unknown
1165,https
1166,https
1167,https
1168,unknown
1169,robot-remote
1170,unknown
1171,unknown
1172,unknown
1173,microsoft-ds
1174,afs3-prserver
1175,https
1176,https
1177,http
1178,unknown
1179,unknown
1180,libelle-disc
1181,http
1182,unknown
1183,https
1184,unknown
1185,http
1186,hpvroom
1187,microsoft-ds
1188,unknown
1189,http
1190,http
1191,unknown
1192,http
1193,http
1194,jamlink
1195,http
1196,http
1197,http
1198,http
1199,microsoft-ds
1200,domain
1201,microsoft-ds
1202,https
1203,https
1204,microsoft-ds
1205,http
1206,https
1207,https
1208,domain
1209,unknown
1210,domain
1211,unknown
1212,microsoft-ds
1213,tcpmux
1214,https
1215,ub-dns-control
1216,http
1217,unknown
1218,microsoft-ds
1219,https
1220,unknown
1221,https
1222,https
1223,http
1224,unknown
1225,unknown
1226,jamlink
1227,http-alt
1228,https
1229,https
1230,http-alt
1231,microsoft-ds
1232,pando-pub
1233,http
1234,unknown
1235,https
1236,http
1237,http
1238,unknown
1239,https
1240,https
1241,surf
1242,https
1243,unknown
1244,sunproxyadmin
1245,http
1246,https
1247,https
1248,https
1249,unknown
1250,https
1251,https
1252,https
1253,http
1254,https
1255,https
1256,https
1257,http
1258,http
1259,http
1260,http
1261,http
1262,http
1263,https
1264,http
1265,http
1266,http
1267,unknown
1268,https
1269,microsoft-ds
1270,http
1271,https
1272,https
1273,http
1274,http
1275,http
1276,https
1277,http
1278,https
1279,http
1280,https
1281,http
1282,https
1283,https
1284,https
1285,https
1286,https
1287,https
1288,http
1289,microsoft-ds
1290,http
1291,https
1292,lecroy-vicp
1293,unknown
1294,unknown
1295,unknown
1296,unknown
1297,unknown
1298,https
1299,https
1300,https
1301,cnrprotocol
1302,https
1303,https
1304,http
1305,https
1306,https
1307,https
1308,https
1309,https
1310,https
1311,https
1312,unknown
1313,unknown
1314,unknown
1315,microsoft-ds
1316,unknown
1317,https
1318,microsoft-ds
1319,https
1320,https
1321,http
1322,http
1323,https
1324,irdmi
1325,wap-wsp-s
1326,https
1327,microsoft-ds
1328,https
1329,http
1330,https
1331,https
1332,https
1333,https
1334,https
1335,unknown
1336,domain
1337,https
1338,https
1339,https
1340,http
1341,microsoft-ds
1342,unknown
1343,https
1344,https
1345,http
1346,https
1347,unknown
1348,pando-pub
1349,unknown
1350,sso-service
1351,unknown
1352,https
1353,http
1354,http
1355,http
1356,unknown
1357,http
1358,http
1359,http-alt
1360,microsoft-ds
1361,https
1362,unknown
1363,unknown
1364,https
1365,newoak
1366,hydap
1367,microsoft-ds
1368,http
1369,microsoft-ds
1370,https
1371,https
1372,http
1373,http
1374,http
1375,http
1376,http
1377,https
1378,hydap
1379,https
1380,https
1381,https
1382,https
1383,https
1384,microsoft-ds
1385,http
1386,libelle-disc
1387,sunproxyadmin
1388,microsoft-ds
1389,microsoft-ds
1390,pando-pub
1391,http
1392,microsoft-ds
1393,jamlink
1394,http
1395,http
1396,http
1397,unknown
1398,unknown
1399,unknown
1400,https
1401,http
1402,http
1403,https
1404,https
1405,https
1406,http
1407,microsoft-ds
1408,unknown
1409,unknown
1410,unknown
1411,hydap
1412,unknown
1413,https
1414,hydap
1415,newlixconfig
1416,https
1417,dcutility
1418,http
1419,unknown
1420,unknown
1421,microsoft-ds
1422,http
1423,http
1424,unknown
1425,unknown
1426,unknown
1427,https
1428,microsoft-ds
1429,https
1430,https
1431,unknown
1432,unknown
1433,unknown
1434,unknown
1435,https
1436,https
1437,http
1438,unknown
1439,unknown
1440,https
1441,https
1442,http
1443,unknown
1444,pop3
1445,https
1446,http
1447,http-alt
1448,microsoft-ds
1449,unknown
1450,unknown
1451,unknown
1452,unknown
1453,unknown
1454,http
1455,unknown
1456,unknown
1457,unknown
1458,unknown
1459,https
1460,https
1461,unknown
1462,https
1463,http
1464,unknown
1465,microsoft-ds
1466,http
1467,cslistener
1468,cslistener
1469,http
1470,https
1471,https
1472,https
1473,http
1474,microsoft-ds
1475,unknown
1476,microsoft-ds
1477,https
1478,https
1479,microsoft-ds
1480,unknown
1481,https
1482,unknown
1483,unknown
1484,http
1485,https
1486,https
1487,unknown
1488,pando-pub
1489,https
1490,unknown
1491,domain
1492,https
1493,unknown
1494,https
1495,http
1496,http
1497,http
1498,http-alt
1499,https
1500,http
1501,microsoft-ds
1502,http
1503,https
1504,https
1505,microsoft-ds
1506,http
1507,sunproxyadmin
1508,pando-pub
1509,https
1510,hpvroom
1511,pando-pub
1512,https
1513,jamlink
1514,https
1515,unknown
1516,https
1517,https
1518,unknown
1519,https
1520,https
1521,microsoft-ds
1522,pando-pub
1523,https
1524,microsoft-ds
1525,https
1526,pando-pub
1527,unknown
1528,unknown
1529,https
1530,https
1531,https
1532,http
1533,unknown
1534,microsoft-ds
1535,https
1536,http
1537,menandmice-dns
1538,acmsoda
1539,domain
1540,unknown
1541,https
1542,http
1543,https
1544,https
1545,http
1546,https
1547,microsoft-ds
1548,https
1549,http
1550,microsoft-ds
1551,https
1552,https
1553,unknown
1554,ibm-mqseries2
1555,instl_boots
1556,https
1557,http
1558,https
1559,http
1560,https
1561,http
1562,http
1563,http
1564,http-alt
1565,unknown
1566,unknown
1567,unknown
1568,http
1569,http
1570,libelle-disc
1571,http
1572,unknown
1573,http
1574,https
1575,https
1576,https
1577,https
1578,https
1579,http-alt
1580,http
1581,microsoft-ds
1582,https
1583,jamlink
1584,https
1585,https
1586,bctp
1587,http
1588,https
1589,http
1590,acmsoda
1591,http
1592,microsoft-ds
1593,microsoft-ds
1594,unknown
1595,http
1596,http
1597,irdmi
1598,mtp
1599,https
1600,https
1601,bctp
1602,microsoft-ds
1603,http
1604,pando-pub
1605,unknown
1606,unknown
1607,http
1608,microsoft-ds
1609,https
1610,imap
1611,unknown
1612,https
1613,http
1614,http
1615,unknown
1616,http
1617,unknown
1618,https
1619,https
1620,https
1621,https
1622,https
1623,http
1624,https
1625,https
1626,microsoft-ds
1627,pando-pub
1628,hpvirtgrp
1629,https
1630,http
1631,http
1632,domain
1633,https
1634,https
1635,unknown
1636,https
1637,https
1638,pando-pub
1639,https
1640,microsoft-ds
1641,http
1642,http
1643,https
1644,surf
1645,http
1646,https
1647,https
1648,pando-pub
1649,https
1650,https
1651,acmsoda
1652,http
1653,unknown
1654,https
1655,microsoft-ds
1656,unknown
1657,unknown
1658,https
1659,https
1660,https
1661,https
1662,microsoft-ds
1663,https
1664,https
1665,https
1666,https
1667,http
1668,microsoft-ds
1669,microsoft-ds
1670,unknown
1671,unknown
1672,unknown
1673,unknown
1674,https
1675,https
1676,http
1677,https
1678,https
1679,microsoft-ds
1680,https
1681,microsoft-ds
1682,http-alt
1683,https
1684,https
1685,unknown
1686,acmsoda
1687,http
1688,http-alt
1689,https
1690,http
1691,http-alt
1692,http
1693,unknown
1694,https
1695,http
1696,http
1697,https
1698,https
1699,http
1700,http
1701,http
1702,https
1703,http
1704,unknown
1705,unknown
1706,fagordnc
1707,http
1708,unknown
1709,https
1710,hydap
1711,https
1712,microsoft-ds
1713,microsan
1714,https
1715,unknown
1716,microsoft-ds
1717,unknown
1718,unknown
1719,microsoft-ds
1720,terabase
1721,https
1722,http
1723,https
1724,http
1725,https
1726,https
1727,https
1728,wap-wsp-s
1729,http
1730,hydap
1731,unknown
1732,acmsoda
1733,http
1734,https
1735,http
1736,http
1737,microsoft-ds
1738,unknown
1739,https
1740,http
1741,http
1742,http
1743,http
1744,http
1745,http
1746,http
1747,http
1748,microsoft-ds
1749,https
1750,https
1751,https
1752,http
1753,newoak
1754,unknown
1755,unknown
1756,unknown
1757,https
1758,sso-service
1759,sso-service
1760,https
1761,unknown
1762,unknown
1763,unknown
1764,https
1765,https
1766,http
1767,libelle-disc
1768,sso-service
1769,microsoft-ds
1770,http
1771,unknown
1772,https
1773,http
1774,https
1775,unknown
1776,unknown
1777,https
1778,http
1779,https
1780,https
1781,opsmessaging
1782,http
1783,microsoft-ds
1784,hydap
1785,https
1786,unknown
1787,pando-pub
1788,http
1789,http
1790,http
1791,http
1792,http
1793,cnrprotocol
1794,https
1795,https
1796,acmsoda
1797,unknown
1798,https
1799,http
1800,https
1801,https
1802,http
1803,http
1804,imaps
1805,http
1806,http-alt
1807,https
1808,http
1809,microsoft-ds
1810,unknown
1811,irisa
1812,https
1813,pando-pub
1814,microsoft-ds
1815,ddi-udp-1
1816,unknown
1817,microsoft-ds
1818,http-alt
1819,http
1820,microsoft-ds
1821,https
1822,http
1823,https
1824,unknown
1825,unknown
1826,http
1827,microsoft-ds
1828,unknown
1829,https
1830,http
1831,unknown
1832,http
1833,unknown
1834,unknown
1835,microsoft-ds
1836,https
1837,http
1838,pando-pub
1839,http
1840,https
1841,unknown
1842,https
1843,https
1844,http
1845,http
1846,http
1847,https
1848,http
1849,http
1850,https
1851,https
1852,https
1853,https
1854,imap
1855,http
1856,http
1857,http
1858,http
1859,https
1860,http
1861,pando-pub
1862,http
1863,unknown
1864,https
1865,https
1866,https
1867,https
1868,https
1869,https
1870,https
1871,https
1872,unknown
1873,https
1874,https
1875,https
1876,https
1877,unknown
1878,https
1879,unknown
1880,ddi-udp-1
1881,unknown
1882,microsoft-ds
1883,unknown
1884,unknown
1885,http
1886,unknown
1887,unknown
1888,italk
1889,unknown
1890,https
1891,https
1892,https
1893,https
1894,https
1895,unknown
1896,microsoft-ds
1897,unknown
1898,http
1899,unknown
1900,https
1901,https
1902,http
1903,http
1904,https
1905,http
1906,http
1907,http
1908,https
1909,pando-pub
1910,unknown
1911,http
1912,https
1913,unknown
1914,https
1915,unknown
1916,https
1917,https
1918,https
1919,microsoft-ds
1920,https
1921,http-alt
1922,http
1923,https
1924,https
1925,http
1926,microsoft-ds
1927,http
1928,http
1929,https
1930,http
1931,unknown
1932,https
1933,unknown
1934,https
1935,https
1936,http
1937,https
1938,http
1939,pcsync-https
1940,http
1941,unknown
1942,sso-service
1943,unknown
1944,unknown
1945,unknown
1946,unknown
1947,libelle-disc
1948,https
1949,http
1950,ftnmtp
1951,unknown
1952,https
1953,https
1954,https
1955,https
1956,https
1957,https
1958,https
1959,https
1960,https
1961,https
1962,microsoft-ds
1963,microsoft-ds
1964,microsoft-ds
1965,https
1966,https
1967,http
1968,http
1969,https
1970,https
1971,https
1972,https
1973,http
1974,https
1975,http
1976,http
1977,http
1978,https
1979,http
1980,sso-service
1981,http
1982,unknown
1983,https
1984,https
1985,http
1986,http
1987,http
1988,amanda
1989,https
1990,http
1991,http
1992,https
1993,http
1994,https
1995,microsoft-ds
1996,unknown
1997,http
1998,https
1999,https
2000,http
2001,https
2002,http
2003,https
2004,microsoft-ds
2005,http
2006,http
2007,http
2008,pdl-datastream
2009,microsoft-ds
2010,https
2011,https
2012,https
2013,http
2014,pando-pub
2015,https
2016,http
2017,pando-pub
2018,microsoft-ds
2019,microsoft-ds
2020,pando-pub
2021,domain
2022,microsoft-ds
2023,http
2024,https
2025,http
2026,https
2027,unknown
2028,ssh
2029,unknown
2030,http
2031,microsoft-ds
2032,https
2033,http
2034,unknown
2035,unknown
2036,https
2037,unknown
2038,http
2039,vrace
2040,http
2041,http
2042,pando-pub
2043,unknown
2044,https
2045,http
2046,http
2047,http
2048,https
2049,http
2050,https
2051,http
2052,http
2053,microsoft-ds
2054,opsmessaging
2055,https
2056,http
2057,unknown
2058,microsoft-ds
2059,unknown
2060,http
2061,http
2062,microsoft-ds
2063,https
2064,pando-pub
2065,https
2066,https
2067,https
2068,https
2069,https
2070,https
2071,unknown
2072,https
2073,https
2074,https
2075,https
2076,https
2077,https
2078,http
2079,https
2080,https
2081,https
2082,https
2083,https
2084,microsoft-ds
2085,https
2086,https
2087,unknown
2088,http
2089,unknown
2090,https
2091,https
2092,http
2093,microsoft-ds
2094,microsoft-ds
2095,https
2096,unknown
2097,microsoft-ds
2098,https
2099,hydap
2100,http
2101,microsoft-ds
2102,http
2103,https
2104,http
2105,http
2106,microsoft-ds
2107,http-alt
2108,microsoft-ds
2109,sso-service
2110,microsoft-ds
2111,microsoft-ds
2112,http
2113,http
2114,http
2115,microsoft-ds
2116,microsoft-ds
2117,microsoft-ds
2118,https
2119,https
2120,domain
2121,https
2122,https
2123,https
2124,https
2125,http
2126,http
2127,https
2128,unknown
2129,http
2130,https
2131,https
2132,https
2133,https
2134,https
2135,https
2136,http
2137,unknown
2138,dns2go
2139,https
2140,http
2141,ndmp
2142,unknown
2143,unknown
2144,unknown
2145,unknown
2146,bctp
2147,https
2148,https
2149,unknown
2150,http-alt
2151,https
2152,https
2153,https
2154,https
2155,https
2156,https
2157,https
2158,https
2159,https
2160,https
2161,https
2162,https
2163,https
2164,unknown
2165,microsoft-ds
2166,https
2167,https
2168,https
2169,https
2170,microsoft-ds
2171,https
2172,https
2173,unknown
2174,https
2175,https
2176,https
2177,microsoft-ds
2178,https
2179,https
2180,http
2181,unknown
2182,unknown
2183,unknown
2184,unknown
2185,unknown
2186,microsoft-ds
2187,unknown
2188,https
2189,http
2190,http
2191,http-alt
2192,microsoft-ds
2193,unknown
2194,unknown
2195,http
2196,unknown
2197,unknown
2198,unknown
2199,unknown
2200,unknown
2201,https
2202,https
2203,http
2204,https
2205,https
2206,lsp-self-ping
2207,unknown
2208,https
2209,http
2210,unknown
2211,unknown
2212,unknown
2213,unknown
2214,https
2215,unknown
2216,unknown
2217,unknown
2218,unknown
2219,http
2220,https
2221,unknown
2222,http
2223,https
2224,hydap
2225,unknown
2226,unknown
2227,https
2228,https
2229,https
2230,microsoft-ds
2231,https
2232,https
2233,domain
2234,http
2235,unknown
2236,unknown
2237,http
2238,https
2239,https
2240,microsoft-ds
2241,domain
2242,unknown
2243,https
2244,http
2245,https
2246,http
2247,http
2248,netview-aix-9
2249,http
2250,https
2251,iberiagames
2252,http
2253,pando-pub
2254,https
2255,https
2256,xribs
2257,https
2258,pando-pub
2259,http
2260,microsoft-ds
2261,https
2262,microsoft-ds
2263,microsoft-ds
2264,microsoft-ds
2265,pando-pub
2266,http
2267,microsoft-ds
2268,unknown
2269,unknown
2270,tpdu
2271,https
2272,microsoft-ds
2273,http
2274,unknown
2275,http
2276,https
2277,http
2278,imaps
2279,https
2280,https
2281,http
2282,unknown
2283,http
2284,unknown
2285,https
2286,https
2287,https
2288,https
2289,https
2290,unknown
2291,microsoft-ds
2292,microsoft-ds
2293,microsoft-ds
2294,https
2295,https
2296,https
2297,unknown
2298,http
2299,pando-pub
2300,http
2301,http
2302,https
2303,https
2304,ssdp
2305,unknown
2306,unknown
2307,unknown
2308,https
2309,http
2310,https
2311,blizwow
2312,http
2313,amanda
2314,http
2315,http
2316,http
2317,microsoft-ds
2318,https
2319,http
2320,https
2321,https
2322,http
2323,unknown
2324,microsoft-ds
2325,unknown
2326,https
2327,https
2328,http
2329,unknown
2330,http
2331,http
2332,http
2333,https
2334,http
2335,http
2336,http
2337,http
2338,http
2339,microsoft-ds
2340,microsoft-ds
2341,https
2342,unknown
2343,http
2344,https
2345,https
2346,https
2347,https
2348,microsoft-ds
2349,https
2350,https
2351,microsoft-ds
2352,https
2353,https
2354,https
2355,https
2356,https
2357,https
2358,https
2359,https
2360,https
2361,https
2362,http
2363,microsoft-ds
2364,https
2365,unknown
2366,http
2367,https
2368,https
2369,https
2370,https
2371,https
2372,http
2373,https
2374,https
2375,unknown
2376,distinct
2377,unknown
2378,https
2379,https
2380,https
2381,wap-wsp-wtp-s
2382,pando-pub
2383,http-alt
2384,unknown
2385,hpvroom
2386,https
2387,https
2388,https
2389,https
2390,http
2391,http
2392,http
2393,http
2394,https
2395,http
2396,https
2397,wap-wsp-s
2398,unknown
2399,https
